timestamp_index,pressure_bar,temperature_c,flow_nm3h,tank_level_pct,electrolyzer_current_a,valve_state,compressor_state,network_latency_ms,packet_rate_pps,command_rate_per_min,attack_label,attack_type
40,28.80528719977935,37.40287009103926,80.01717796438015,66.28881384092882,433.3378854398822,1,0,14.664481548827332,226.95803946224345,20.516466990378092,0,normal
41,28.74843184449946,36.85844940738593,81.50955770256165,67.0732707248225,435.54827567812515,1,0,13.63330362193969,222.54157345983145,19.793406205649667,0,normal
42,28.338546026788077,36.54213756171596,81.19354070071266,65.6258663052883,431.70277593734784,1,1,15.62276121127519,220.3704819862686,17.088931750210367,0,normal
43,28.665843646270996,36.54634179450854,81.27223447480586,65.47902249469274,432.55532965397344,1,0,14.904312526254692,221.6463901991997,17.76010827761552,0,normal
44,28.638505384468402,37.080936640864344,79.43424562482576,65.38193408449621,433.2964415575612,1,0,15.364934336880033,209.07168986202328,14.769663224969117,0,normal
45,28.687249163556505,36.876101415136404,80.75078038489394,66.98161394663927,435.96426789960975,1,0,11.772117071286127,207.09676556486454,16.53644520112676,0,normal
46,28.928714894016405,37.1144637083976,80.60406517589418,66.36384358236926,436.276653940966,1,0,14.41200789443806,226.52647121517296,17.251937577162476,0,normal
47,28.71494302481838,36.76604064731932,81.49509794325036,64.2980669302989,448.35213109446426,1,0,16.12948537656003,215.5757077633923,19.39349741774888,0,normal
48,28.887236417376926,37.11127340628863,82.1496628173092,64.26842025724542,442.880761254348,1,0,14.632938116559638,225.4407035483494,16.446034456825497,0,normal
49,28.686162993510703,36.86818600493733,81.07104541639815,65.16440674269964,425.75566629004703,1,0,15.13789367794719,238.61186152010805,15.720833169595123,0,normal
50,28.776556556018182,36.728752917694415,79.22771982292797,66.01801864562611,434.1095347292267,1,0,14.043647492606397,214.51410951531574,19.666893991137037,0,normal
51,28.909130130592107,36.815722185304566,81.03737938933631,65.81248837981396,432.970063836283,1,0,14.127290146751788,212.79891561680466,17.070269520436582,0,normal
52,28.190948479206085,36.62077571650749,84.302174253863,66.25636243061203,441.5735421866066,1,1,15.683033050848584,216.10860149293688,16.154321545721324,0,normal
53,28.601800378732158,37.42142120957233,83.05729445347484,65.70937277186835,433.76634943327355,1,0,13.196253981791708,220.46765350372016,19.787306166640033,0,normal
54,28.561744934064933,36.90400228333953,77.05994373875974,66.97276326008203,437.8375727953415,1,0,13.078833058088257,227.36966570326115,19.009322239398553,0,normal
55,28.515415194213663,37.09321696668269,81.01764735034487,66.47753078757346,424.0006861837053,1,0,13.426143170274331,219.65935713260305,17.543563361012673,0,normal
56,28.655326002278017,36.80183604951253,82.15515636831971,65.92682908032873,428.28667012608275,1,0,14.028135682963535,244.94256404980044,17.22718239577118,0,normal
57,29.287414123568396,36.677010336058025,80.71393652418064,66.7858780629175,446.48362109291077,1,0,12.067893306398311,225.05019417965335,18.834962004030217,0,normal
58,28.473657430768192,36.88543508413871,80.35986433367981,64.55523282290059,436.4396467053041,1,1,14.87727071645561,229.36989267369574,19.185284090488597,0,normal
59,29.12806344373839,37.2230901186298,80.61740953711217,65.8109618232997,431.3611700440121,1,0,13.802903736713368,219.55767497855172,18.459605763394848,0,normal
60,28.212582601952462,36.82146955628721,81.68824884435081,65.99360768481007,437.7316334150659,1,1,15.024427112133091,232.14197475434554,18.2654070782801,0,normal
61,28.69675083295874,36.737853668301845,79.48278951414873,66.36971569089503,431.41454425356045,1,0,11.45711608816725,217.536724643037,16.66542518517561,0,normal
62,28.88324957456505,36.998160412210446,82.52595167685647,64.52035469437118,435.42427004569686,1,0,15.029027631781938,212.26931561524825,16.797256117934026,0,normal
63,29.04374033365684,37.087831117742176,80.91217903041682,65.68847528261121,429.7380733693653,1,0,15.604273932743755,230.86413784832507,17.62198595016851,0,normal
64,29.09971871767217,37.3775419482914,79.77320900282808,66.22139501451844,433.21629676294975,1,0,14.526257400802074,219.3125374422314,15.885577995712069,0,normal
65,29.14063750180754,37.05899518225657,82.45362321622333,66.28689385878151,435.23566166394403,1,0,14.03602278580149,222.94317635830427,15.628293245915266,0,normal
66,28.75303768612018,37.13525650369261,78.98598179193826,66.85811797597712,443.076974510408,1,0,15.038243959204221,231.782592769877,17.802587587065034,0,normal
67,28.725342045589585,37.15775092698304,80.27501907616467,66.52238043381394,439.948519566984,1,0,15.525713910489099,221.6678019195597,20.176780873376913,0,normal
68,29.199477948355433,36.693324966493165,80.25521092846029,65.86837346936746,440.9743883545724,1,0,14.627511881412099,218.20901500317777,13.439596250865428,0,normal
69,28.844197887067207,36.74436529809625,83.78656527669413,66.46081548185643,437.8050290156682,1,0,14.717169417175187,213.57524434600043,17.138835286363175,0,normal
70,28.47657828427211,36.717816456300454,80.10942183856312,65.76344373887329,442.1989258098436,1,1,15.988330248999551,232.74017018618028,18.599540652744132,0,normal
71,28.53827745003538,36.65931891251107,78.19845792301841,66.04556392384342,433.8664945637539,1,0,14.913388382776134,215.89928324727265,20.359072263075866,0,normal
72,28.62492383142309,37.19475765387924,80.24297272602368,66.56750866565139,434.718593027487,1,0,13.0396890407354,219.3867942225454,21.959776068015785,0,normal
73,29.132486529153002,37.071914954813934,81.59042334071225,65.89886004533406,440.5667200077922,1,0,15.51997028228911,223.44289195447703,17.432758978940633,0,normal
74,29.02002069904027,37.02275851019323,82.01584926181913,66.22803815015726,437.2782685665073,1,0,13.851534452192585,223.39342242594893,22.339551563350803,0,normal
75,29.223475581694792,36.358159647422376,83.95382851522554,66.71075094375432,438.7486051267603,1,0,14.039939610323337,232.16439493275425,19.002245312431928,0,normal
76,28.843843203182953,37.52363439642413,82.82053761950925,66.5146050975878,438.1395639412697,1,0,14.12825651290835,219.16217049469108,19.79130283003174,0,normal
77,29.060387663219032,36.78959561495751,81.23257056377099,66.93473169811026,445.36846470838645,1,0,15.162641441187047,236.51661501549228,15.656170998056592,0,normal
78,29.235313089999632,37.529487173797726,79.82558834854363,67.81370554565548,445.76850528671355,1,0,16.098623489187485,217.0149187695076,18.997480678495474,0,normal
79,28.91948270483937,36.65756582469611,83.09127858065261,66.51619347609399,436.2479849409904,1,0,14.029305730535219,224.44913961567968,19.98123768974525,0,normal
80,29.198962054971027,36.82008986391282,80.49598236456589,65.58763319035666,430.71607482234947,1,0,16.077514532134984,217.7947112100453,16.483420921049127,0,normal
81,28.818691886182165,36.475763423465445,80.114040676554,66.36885323647648,436.09306922841466,1,0,14.197505975324693,245.11767977532529,12.267659382040854,0,normal
82,28.93451021146146,37.12026419445323,80.42143778416168,66.33708866051508,435.29939932124915,1,0,15.682601532467569,215.7923592317926,18.32781536433089,0,normal
83,28.939121072044447,36.75764740224683,79.32910674465478,66.45539314427144,444.07509211898844,1,0,14.238119685840944,216.87761711381836,17.52714408251691,0,normal
84,28.66527226137674,36.76791161207825,80.34546274419253,67.16305975409101,444.6494822070347,1,0,13.409091612251153,221.37689187360667,20.95735623914339,0,normal
85,29.265279177180737,36.696204436989895,80.63931576378677,64.62213119329213,435.02075248487495,1,0,16.306518881320102,216.79871881132553,16.815714407137296,0,normal
86,28.941505878365682,37.236814307327506,81.88403892517222,67.18277588868779,436.53120258901225,1,0,13.294538241463526,223.7738576777768,16.448978320882286,0,normal
87,29.121062096087577,37.223455127522314,80.42096100280811,67.45423551079163,433.03473868349386,1,0,13.214229106197426,234.74905902753957,15.422873791660919,0,normal
88,29.295776866290687,37.5016823967642,79.26853187080879,66.43046646885321,441.22620969915533,1,0,12.492751645346813,221.76765282962202,16.613815220448405,0,normal
89,29.29456111185821,36.880302929018235,78.82154151478063,66.45173730285687,440.45270371435015,1,0,15.520721023042833,222.21123760502203,23.86729967320545,0,normal
90,29.381852299732287,37.10946095362391,81.16856669185772,65.78664404702484,444.7443002185041,1,0,15.80413675931999,217.25020143394025,14.509369575534215,0,normal
91,29.125121917449544,36.73541962053409,80.9796855410824,65.98686107350095,443.40418021403,1,0,14.447755809624113,213.93911627340583,15.06235984236438,0,normal
92,29.021993138685158,36.97696167264201,80.1532775110118,66.5419169111758,444.08778947547836,1,0,12.819352236754357,221.15835720848267,17.88053406181239,0,normal
93,29.152732645797684,36.93394872564958,80.25426996639543,66.49206169419664,433.4434246278655,1,0,13.991865457118092,220.0911908755755,22.344043667499292,0,normal
94,28.600483579787237,37.18268170478836,81.35454401378173,66.56336343552414,438.1368653569299,1,0,13.636856778790275,234.07914046566734,19.631400089707768,0,normal
95,28.694907402360872,37.323704283678275,82.64423820316573,66.48961763825336,446.1264345830162,1,0,12.7634376834992,208.49106488940527,21.415122999630015,0,normal
96,28.748726951205715,37.320065496887814,79.80882779990915,66.70839313111856,438.80090321412166,1,0,13.413330124176694,237.45441634539375,17.152885153401765,0,normal
97,28.87283877748644,36.86441604473178,80.92454897160059,66.6203096844743,433.4661649526141,1,0,14.606882781556443,218.23821875844294,14.94176946050451,0,normal
98,29.371927198168127,37.327526595924056,82.04015944775192,65.17273262425489,445.7525191807859,1,0,13.27379740737977,221.78241622315082,17.01172566079635,0,normal
99,28.925146701690068,37.06964898355017,79.770366417406,66.65915799697811,438.9331814908413,1,0,14.350080659781307,207.2219618500327,17.725652465985952,0,normal
100,29.119692134832672,37.002251756516294,80.74337612090318,67.48125604616737,447.237976760766,1,0,11.868413360310399,226.74324202865228,18.024106041362497,0,normal
101,29.71668950527592,36.908973810411034,80.69816368055879,65.97403971589543,441.9363456963474,1,0,16.015017269356196,208.47428341127113,17.52923230684874,0,normal
102,29.1471031116861,36.94878834930086,79.02621293724361,67.19579060322982,440.7442839394812,1,0,13.530306105767426,224.48068355526036,19.29961592360761,0,normal
103,29.539686597227263,37.52699121538797,80.93276414892354,65.26314708564041,449.04662409882883,1,0,15.044298660768813,223.30839289095968,16.43378307046843,0,normal
104,28.964474775615685,37.170875668439606,80.73702452390069,65.97386105531918,435.81599908933646,1,0,14.226422025723972,216.0925466826072,15.960251181581548,0,normal
105,29.228946229306832,37.140255856392926,81.39941005059936,65.48534359206697,449.5973022214733,1,0,14.482997741064203,195.21670843050163,15.349838302510488,0,normal
106,28.977873093326938,37.03359072084355,79.11611720412272,67.10215720837559,439.3246397519357,1,0,12.64161872782788,245.92749622824402,18.451057978012244,0,normal
107,29.20117313702173,37.71316618193185,80.65278692666146,67.31158266763198,443.4267895054327,1,0,13.087329218975947,207.34970324967995,18.232651974138367,0,normal
108,29.62331836639478,37.43041272773208,82.41632396828976,65.92017686576968,443.56585165156093,1,0,13.114575903149815,223.27296208279375,20.401129889067363,0,normal
109,28.733945523743007,36.92635256718701,83.30055397370396,66.93662643407788,440.66124508144696,1,0,14.030416911248931,211.2423273753602,21.403378521694556,0,normal
110,29.499773899430163,37.040641668406664,82.2431988336534,67.32043308604852,439.0746505156254,1,0,15.591386696605234,232.57604064980697,15.343775426030899,0,normal
111,29.44007129064907,37.057880911027006,79.02755838770396,65.97366237708535,441.1227423478774,1,0,14.519905807845642,215.44616397583724,18.0517477987026,0,normal
112,29.157969263577872,37.150275868430036,81.12233629214488,66.10377554384269,437.98394220923797,1,0,12.919591553461151,210.97630271762753,17.548214901368368,0,normal
113,28.868778593901226,36.9408363493587,79.88559159367385,66.5867544525366,452.949717767451,1,0,14.104800770313684,227.1418806475586,14.619195809982362,0,normal
114,29.40903991094251,37.2281510340011,80.85996714438372,65.32563078677369,440.8156689248237,1,0,13.903239398167813,204.73651471751745,16.83803014921137,0,normal
115,29.207285994443268,37.48374200997746,79.46373085127344,66.08744937827466,449.09571342133034,1,0,13.578961878921502,215.04065665851002,21.44655837028359,0,normal
116,29.482776573502587,36.79455497872051,78.2163173650149,67.71322223535657,448.5147334354538,1,0,13.98150016901635,228.28294180833362,16.60805423961559,0,normal
117,29.417636688262675,36.84313624379349,79.97168693179864,65.59851410487408,445.2696410635399,1,0,14.916454305607495,238.08211133662354,16.242231356562794,0,normal
118,29.979176156235734,37.00656304318392,81.3341777840942,66.68102941190202,442.8509474013883,1,0,13.136088297821075,208.4510613565623,17.885484031199315,0,normal
119,29.343260243936154,37.02030231738897,80.74393957696437,66.41636660827541,444.57082286495836,1,0,13.58493079560079,212.66129366996154,20.00572006391526,0,normal
120,29.077207320904847,37.63123491346023,80.86763069966855,65.86557609736967,446.5335488911567,1,0,15.178544963471376,224.22565210593274,17.329711142475556,0,normal
121,29.506489708975025,37.384131640436316,80.59882779397319,66.17308982072115,444.24403879825377,1,0,14.5627553280272,196.0309227931423,18.280910322062635,0,normal
122,29.5289684413756,37.3718394096413,80.81674966787544,67.3969497663274,435.9751527804043,1,0,15.53493417633862,236.29148972407975,12.97388170171504,0,normal
123,29.935825703627383,37.07169042302192,80.95204092053511,66.43673079263456,434.78274210734276,1,0,15.72301966111597,208.00603478234984,19.259117402834207,0,normal
124,29.76045304205259,37.068195002062204,79.87892403193999,66.56061840214794,451.48283553402166,1,0,12.367350655773542,214.751080868483,18.486489502385716,0,normal
125,29.601036157186698,36.77880693507999,80.31562695734287,67.27227496030699,430.8261105879334,1,0,14.345957345132481,223.1301326216955,19.94629684893359,0,normal
126,29.99616713429726,37.339096653407836,82.44549208722384,65.75878959816566,445.038076852015,1,0,13.390452046937776,220.61483978135277,13.891225372875999,0,normal
127,29.075736078367438,37.26832187516912,80.33481373973643,65.15143006312421,442.9429127474667,1,0,12.561537118377588,208.43660784858494,17.334536590497333,0,normal
128,29.275593863987723,37.46892245986599,80.17595601718814,67.40219518133485,444.9781366443613,1,0,13.052967939081409,240.65750675719164,20.121200147319183,0,normal
129,29.18282034624646,37.09654880058633,80.22435894882237,66.0952012211158,438.5287974039953,1,0,13.639077980932603,189.09841011068127,16.7747389804297,0,normal
130,29.378214341549697,37.11561271732511,79.77685190348629,66.6992422690276,446.0346867238566,1,0,13.646575177795746,206.53590851766944,18.112317033892637,0,normal
131,29.0402438442387,37.195338275789396,79.46323514682125,65.37278731925359,445.3622136255822,1,0,13.271733574122766,212.35870196051536,17.09882444053229,0,normal
132,29.751732986799976,37.37753874311077,80.2690887440674,66.29167209475031,458.18618251450863,1,0,13.983630325857835,208.60354508743237,17.152728810558227,0,normal
133,29.458907872582373,36.788715916976265,79.30853235020886,65.10141652942752,445.07817278248154,1,0,16.93597543746717,234.63464271501778,20.567694214487826,0,normal
134,29.029068346936555,37.34195729964083,79.74449773080087,66.02797768080345,451.2147497391004,1,0,11.929737685984094,200.099875667733,14.868536730898393,0,normal
135,29.195471253382294,37.15446074345193,78.8732555522318,65.45658167948872,437.02359694063,1,0,15.36461230078527,238.68955638547106,17.88939302036982,0,normal
136,29.667635390010616,36.896534563411755,80.00815302325049,65.27064256816898,449.6590991933454,1,0,13.977950823986495,216.66239556057454,18.553875994325807,0,normal
137,29.858139270458786,36.641619522680486,80.59356259660518,65.72802512286668,445.7297294301564,1,0,13.474545383411307,203.66868799360432,20.063821516082758,0,normal
138,30.2704476211187,37.130197403670685,79.52455287847495,64.13347940495774,445.98493666985195,1,0,11.578147908692541,194.7891542317684,17.73169987774028,0,normal
139,30.59814751632034,37.5277566958134,77.15464788089967,65.03785009469934,446.09010345915897,1,0,14.915315975089023,217.41843293469242,20.13153725261061,0,normal
140,29.72994940924074,37.585979940692496,80.49808826337934,66.58919498702238,453.23810352493444,1,0,12.270839003208824,211.57635871458646,17.87981225775165,0,normal
141,29.245084438995306,37.25760081533847,79.85148058234775,66.23879991011962,446.0142187755518,1,0,14.993472685305525,222.8379378908058,18.262994031499055,0,normal
142,28.851629089598685,37.66067379183645,78.36825116336162,65.09863192560726,440.8484993904842,1,0,16.089597042792505,214.59313266838853,18.17894502614566,0,normal
143,29.697872259930925,37.16082030366922,80.62849120217675,66.39350660151071,441.71795974079185,1,0,12.460635483688172,231.46963204889786,19.44161095049999,0,normal
144,29.325876903981996,37.411232207863534,77.76865562668651,65.2497751598631,448.90995266042734,1,0,15.402032701948881,218.29010565233733,19.19180973201623,0,normal
145,29.47116899566475,37.06141685286589,80.90859077224266,66.52696622624737,447.08638067311426,1,0,14.03052723769656,214.9130986992792,15.551269785282713,0,normal
146,29.408352253422112,37.046860593489654,79.4375240960198,65.85384505694843,437.2196443254119,1,0,11.486954441790454,231.67905150120743,18.47744724620046,0,normal
147,29.579255408672342,37.00738618977162,76.5247066750698,65.68313068843909,447.46625033874267,1,0,12.554219774062949,222.73803416128098,19.189455501654304,0,normal
148,30.00747502314076,36.66285180064102,79.66778448510333,65.86716294478543,439.5004757596246,1,0,14.213871971166249,229.29558004288273,21.215808028697438,0,normal
149,29.695101955904157,37.50094503977771,78.86922834049722,67.98433302182008,447.1207402592751,1,0,14.481419894759554,233.78392860515962,15.78095533885209,0,normal
150,29.590268730340735,37.01991913840713,78.63429789389929,65.32627726800186,440.9170575719494,1,0,12.103170493281198,216.47439493455178,19.184582833649113,0,normal
151,29.288870692223128,36.98109013068331,78.35968673885182,66.11108549586355,443.5509105197887,1,0,14.038046112384366,220.45897454000888,17.234654469158023,0,normal
152,29.070671344966836,36.88754675558298,79.11348623750078,66.55136550043927,442.24588113722285,1,0,14.988267152417746,230.1256473182133,18.422086317430196,0,normal
153,29.491965441705407,37.13250690995999,78.60786991407947,65.15268415397811,452.5742045023066,1,0,15.198290623303167,190.59212796680725,15.638304865880485,0,normal
154,29.648613798402977,37.62549415330349,76.78428186544252,64.64346403476065,446.9967056899127,1,0,13.504596839281072,218.778791741322,17.970558355539364,0,normal
155,30.291378977785033,37.70905728002624,80.81065065004978,65.43415967438544,451.2989699025489,1,0,14.52616253426789,217.30159175974842,18.70163638768919,0,normal
156,29.723266437256516,36.77135449764946,78.79790361450746,66.51868868892471,459.47351581240144,1,0,15.286922463757154,224.48862884372923,15.865721638003915,0,normal
157,30.026596760362317,37.09888499795244,78.1222859251249,65.6335074047063,445.2336376541437,1,0,15.022947175062406,210.38668178574156,21.18727400855853,0,normal
158,29.51275248489508,36.92980044019189,77.56471403395943,65.7181296023531,452.5098295075684,1,0,15.069724658394946,233.14536837504363,14.602711105607275,0,normal
159,29.277543787086987,37.43633428447566,79.9911142033389,66.6274464386394,441.50097754159106,1,0,14.136207938760503,211.1468437876414,19.182624587460293,0,normal
160,29.359151265432093,37.26172525932066,77.25833682414165,65.24948485946915,451.26913349731853,1,0,13.886578715548898,214.4917925886338,12.657433625773178,0,normal
161,29.44768062622445,37.031728597934354,79.07725980650852,65.81919596236287,440.9517958388915,1,0,14.3265362885059,212.02708043331918,17.43903642333614,0,normal
162,30.450941091209042,37.20977526917096,78.1007565239321,64.67468059763098,444.8899720054871,1,0,13.08347753719776,234.75858215488333,19.055201081815813,0,normal
163,29.422857338304766,37.073005403794724,78.13252851450956,66.13779427926829,447.6572545446975,1,0,15.334513991691647,194.973078879937,19.56778273199991,0,normal
164,30.008078685307968,37.59661661357554,77.33667444864449,66.06020272132635,448.43295271257614,1,0,12.163514531878292,241.44255976203334,17.76817933021794,0,normal
165,29.40274628407406,37.33045695102983,77.9202722766991,66.50831661352527,438.5860811948808,1,0,13.394827625697115,237.68044650521162,17.46842591112825,0,normal
166,30.048882981402272,37.36180184292036,78.69319132900975,64.95088571763775,440.59888615063863,1,0,13.956508619969183,213.22161595113246,19.248374985498998,0,normal
167,29.86152495328063,36.52821244929844,78.9423548536646,65.70869619430319,447.9745171717783,1,0,14.563615398723824,232.32308530003496,20.09145759625549,0,normal
168,29.675826362666136,37.178807379409875,77.56956263895586,64.8344582487344,443.06007087837855,1,0,14.789034218002637,221.56107802990715,21.03514970628552,0,normal
169,29.720137849603542,37.71683690279919,78.42667635000372,65.65529016383101,437.89141538258906,1,0,15.786783388755051,239.83493613801565,15.16021046952254,0,normal
170,29.508881520262154,37.52806291339718,79.65361851234272,67.03245970244951,444.5008973525073,1,0,14.093302536565853,231.4078444905791,17.558579291980408,0,normal
171,29.897732120977672,36.735221587444784,76.29062997350424,65.58519357752517,444.23666715027474,1,0,13.138416980204449,246.31773489551625,13.174229625977382,0,normal
172,29.585809215984533,37.119067706139276,78.3970036688443,64.74373933213269,445.68996563510495,1,0,13.825955922181002,201.25423948041697,14.991498100110679,0,normal
173,29.31943474333964,36.897441308647934,77.1219315873558,65.28716411690706,447.42358774887117,1,0,13.616722932547967,222.2961442558023,16.450938691393382,0,normal
174,29.304358481281195,37.62596039547039,76.9419541007655,64.53681138773058,447.0757548409467,1,0,14.62392015604333,199.31075808205262,19.90302635102097,0,normal
175,29.81517862850376,37.25958521555697,78.6019510348361,64.78337292626703,440.87487821978044,1,0,12.719601202870837,213.7754356206758,16.942035227872807,0,normal
176,30.31048718985117,37.00686419486072,77.50570577362004,66.35111227344659,442.62797814202133,1,0,13.789484334650838,246.9958335937016,17.364277441453073,0,normal
177,29.81673069603262,37.207616802442324,76.58429366834508,64.65154078597051,449.2855744341366,1,0,15.947194422230023,225.6184054151364,18.6600674803973,0,normal
178,29.722034413409627,36.5474669506921,79.83902375584955,66.05258814677461,441.89335348694476,1,0,14.215822557121607,231.8144940394711,16.524765279428678,0,normal
179,29.866316820655527,36.92826580173639,79.26460708822184,65.81739061696005,442.5946035800943,1,0,12.73648064509111,226.16726352356733,13.611713028116833,0,normal
180,30.225993612682224,37.20878162645855,75.50724977070544,65.3655584477509,437.00764668522476,1,0,13.592258459548741,225.40554091830484,16.35896176244878,0,normal
181,29.848187542143464,37.41122087271827,76.05297388937171,65.96655903768963,444.3426632165994,1,0,11.320420066957084,213.73182489857086,17.734408763658045,0,normal
182,29.62998498318742,36.714571600621966,78.69143822902008,65.02836135642963,446.16763988483336,1,0,13.929367900000708,211.49629119851807,19.030618166703704,0,normal
183,30.163311451188015,37.10467616585802,77.49955678835869,66.44489116724016,434.5171953618852,1,0,15.977217633128316,213.41010798409516,17.545944251188196,0,normal
